title_x,tconst,runtimeMinutes,genres_x,averageRating,numVotes,decennie,budget,popularity,release_date,mots_clefs,data.overview,data.poster_image,Comedy,Drama,Documentary,url_trailer
Champ d'honneur,tt0092739,87.0,"Drama,History,War",6.6,89.0,1980,0,0.692,1987-09-16,"['guerre franco-prussienne', '1870s']","[""Le surprenant destin de Pierre Naboulet, devenu soldat pendant la terrible guerre de 1870 qu'il traverse avec un enfant perdu.""]",https://image.tmdb.org/t/p/w500/82beIIFC3xxStATuymkmBAm2JLm.jpg,0,1,0,
La chouette aveugle,tt0092755,105.0,"Drama,Fantasy",7.1,157.0,1980,0,1.27,1987-12-31,[],"[""Les vicissitudes d'un jeune projectionniste dans un vieux cinéma, entre réalité et fiction.""]",https://image.tmdb.org/t/p/w500/e3aLQXURifRZa57fBuVbI8P9pA6.jpg,0,1,0,
La comédie du travail,tt0092773,90.0,"Adventure,Comedy,Crime",6.8,89.0,1980,0,1.436,1988-03-02,"['satire sociale', 'chômage']","[""Françoise Duru, employée d'une agence pour l'emploi, est amoureuse d'un chômeur. Elle fait tout pour lui trouver du travail, alors que chômer est son seul but.""]",https://image.tmdb.org/t/p/w500/jVeujsoTDa0jojx9tJqRq2d3LQU.jpg,1,0,0,
Le cri du hibou,tt0092797,102.0,"Crime,Drama,Mystery",6.3,1142.0,1980,0,2.386,1987-10-28,"['adapté d’un roman ou d’un livre', 'harcèlement', 'dead woman', 'voyeurisme']","['Un homme tourne autour de la maison de Juliette, fasciné par sa beauté. C\'est Robert, dessinateur industriel, vivant à Vichy depuis qu\'il s\'est séparé de sa femme Véronique. Juliette et Robert finissent par s\'aimer, mais Juliette a un fiancé, Patrick, qui prend la chose très, très mal tandis que la femme de Robert n\'arrête pas de le harceler. Le drame et la mort deviennent vite inévitables entre ces quatre personnages. Chabrol a choisit Patricia Highsmith pour fêter ses trente ans de cinéma depuis ""le Beau Serge"".']",https://image.tmdb.org/t/p/w500/9zOoUoyS4szPYk0r3m0dAGP6Qke.jpg,0,1,0,
Drôle d'endroit pour une rencontre,tt0092931,100.0,"Drama,Romance",6.4,436.0,1980,0,0.766,1988-05-26,[],"['France est une femme bourgeoise hautaine qui est abandonnée au bord de la route par son mari après une violente querelle. Elle rencontre Charles, un médecin. La rencontre des deux inconnus est au centre du film, ainsi que leurs rencontres avec des personnages à un relais routier.']",https://image.tmdb.org/t/p/w500/lVD0H0jNO7ZKc4zxQ4FePXttrtl.jpg,0,1,0,
En toute innocence,tt0092966,95.0,"Crime,Drama,Thriller",6.2,371.0,1980,0,0.89,1988-02-03,[],"[""Un architecte, Paul, dirige avec son fils une entreprise florissante. Tout semble aller pour le mieux jusqu'à un accident de voiture qui prive Paul de l'usage de la parole et de ses jambes. Accident ou tentative de meurtre ? Car Paul a surpris sa bru dans les bras de son amant, et leurs rapports se détériorent très rapidement.""]",https://image.tmdb.org/t/p/w500/wo4rV5a226DmgpXFu2NzL9fVh4N.jpg,0,1,0,https://www.youtube.com/watch?v=BtOj-A6ByZc
Le grand chemin,tt0093111,104.0,"Comedy,Drama",7.3,1919.0,1980,0,5.605,1987-03-25,"['petite ville', 'country life', 'passage à l’âge adulte', 'zone rurale', 'vacances d’été', 'tomboy']","[""Abandonnée par le père de ses enfants, Claire, enceinte, confie son fils aîné Louis à un couple d'amis, Marcelle et Pelo. Le petit Parisien doit apprendre à se familiariser avec l'ambiance de la campagne et l'atmosphère étrange qui règne dans le foyer du couple qu'un lourd secret sépare depuis des années. L'arrivée du petit garçon sera pour eux un nouveau départ.""]",https://image.tmdb.org/t/p/w500/ngABs0clkuxOEcp7eNk7wI5Mr4G.jpg,1,1,0,https://www.youtube.com/watch?v=X9j_evn0knE
Der Himmel über Berlin,tt0093191,128.0,"Drama,Fantasy,Romance",7.9,82534.0,1980,2500000,15.037,1987-05-17,"['Berlin, Allemagne', 'rêves', 'bibliothèque', 'cirque', 'ange', 'mur de Berlin', 'immortalité', 'observateur', 'mélancolie', 'noir et blanc', 'perception', 'pensif', 'mortalité', 'dramatique', 'ambigu']","[""Deux anges, Daniel et Cassiel, descendent du ciel à Berlin. Ils peuvent côtoyer les humains sans être vus... Ils rencontrent un ancien ange devenu humain qui peut sentir leur présence et leur communique sa foi dans l'humanité. Daniel fait une autre rencontre qui sera pour lui décisive puisqu'il tombe amoureux...""]",https://image.tmdb.org/t/p/w500/41iAsOXHE1M8QMsoPMsJdlzaqVi.jpg,0,1,0,
L'homme voilé,tt0093205,93.0,Drama,6.6,49.0,1980,0,0.6,1987-09-16,[],"[""Pierre, médecin de retour de Beyrouth, n'a qu'une idée en tête, retrouver sa fille de seize ans, Claire. Celle-ci a quelque peu idéalise ce père baroudeur et leurs retrouvailles ne sont pas évidentes. De plus Pierre est tenu par un contrat dont le commanditaire le presse d'honorer les clauses.""]",https://image.tmdb.org/t/p/w500/85yfbdqfQqgV7biYU1WDnLh5h82.jpg,0,1,0,
Les innocents,tt0093261,96.0,Drama,6.2,341.0,1980,0,2.143,1987-12-23,"['sud de la France', 'côte d’Azur', 'ville côtière', 'Toulon, France']","[""Pull bleu ciel sur jupe d'écolière, Jeanne se rend dans une ville de la côte méditerranéenne pour fêter le mariage de sa sœur avec un ouvrier arabe. Musardant dans les rues d'un quartier populaire, elle se fait aborder par Saïd, qui prétend la connaître et en veut pour preuve la photo d'elle qu'il lui tend. Elle élude. De retour dans la maison de sa sœur, Jeanne revoit son jeune frère Alain, sourd-muet. Le lendemain de la noce, celui-ci disparaît. Jeanne se lance alors à sa recherche. En chemin elle rencontre Stéphane, tout juste remis d'une grave maladie et couvé par sa mère. Les deux jeunes gens commencent à se rapprocher…""]",https://image.tmdb.org/t/p/w500/9vfoq3Y5lG96NiDkgjfJsBjVICu.jpg,0,1,0,
Jenatsch,tt0093302,97.0,"Drama,Fantasy",6.4,133.0,1980,0,1.66,1987-06-01,[],"[""L'assassinat au XVIIème siècle du héros de la libération grisonne n'est pas un évènement très intéressant pour le journaliste Christian Sprecher, mais il s'y trouve engagé ayant accepté d'interviewer l'anthropologiste Tobler qui a dirigé l'exhumation de Jenatsch.  Tobler est un vieil érudit bizarre qui semble obsédé par le mystère du meurtre de Jenatsch. Son comportement et toute sa collection d'indices provenant de la tombe de Jenatsch commencent à intéresser Sprecher...""]",https://image.tmdb.org/t/p/w500/mmaJEfL8hIdFihMBZc9lT6lvuHB.jpg,0,1,0,
Kung-fu master!,tt0093371,80.0,"Drama,Romance",6.9,2439.0,1980,0,5.237,1988-03-09,"['jeu vidéo', 'romance', 'relation femme plus âgée/homme plus jeune', 'divorced mother', 'réalisatrice', 'relation mère-fille']","[""Mary-Jane a presque quarante ans et vit avec ses deux filles, Lucy et Lou. Elle fait la connaissance de Julien, un ami de Lucy, âgé de quinze ans et passionné par le «\u202fKung-Fu Master\u202f», un jeu vidéo. Julien se sent attiré par Mary-Jane, effrayée tout d'abord…""]",https://image.tmdb.org/t/p/w500/vAa8Xi9EHRQeQHBmjHzvj9eW4ou.jpg,0,1,0,
Masques,tt0093505,100.0,"Crime,Drama,Mystery",6.8,1969.0,1980,0,2.228,1987-02-11,[],"['Le célèbre présentateur-producteur de télévision Christian Legagneur est sollicité par un jeune journaliste Roland Wolf qui désire écrire un livre sur lui. Legagneur invite le jeune Wolf à venir travailler au calme, chez lui, à la campagne où il vit entouré d\'un ""staff"" impressionnant. La suite des évènements durant ces quelques jours permettra à Wolf de démasquer tout le monde avant de se démasquer lui-même !']",https://image.tmdb.org/t/p/w500/2gc4gePHgze42xukSOz3jD7iK8C.jpg,0,1,0,
Mon cas,tt0093531,92.0,"Drama,Fantasy",6.6,237.0,1980,0,0.653,1986-09-25,[],"[""Alors que le rideau vient de se lever dans un théâtre, un homme expose son cas aux spectateurs, bientôt suivi de l'actrice qui ne peut intervenir dans un premier temps et qui finit par exposer son cas elle aussi. C'est alors que l'auteur intervient pour que l'on joue enfin sa piece et de ce fait expose lui aussi son cas. N'en pouvant plus un spectateur se leve et avertit que lui aussi est un cas ! Un film d'essai en forme de farce sur la misere de la communication entre les hommes.""]",https://image.tmdb.org/t/p/w500/eEVBFoff7XRcsN4ulgrXGhav7ds.jpg,0,1,0,
Le moine et la sorcière,tt0093556,97.0,"Drama,History",6.4,257.0,1980,0,1.186,1987-09-23,['réalisatrice'],"[""L'histoire, inspirée d'une anecdote du XIIIème siècle, d'une jeune guérisseuse accusée de sorcellerie qui réussit, grâce a son immense générosité, à attendrir un redoutable inquisiteur.""]",https://image.tmdb.org/t/p/w500/ifN0lFQWR6yHpg3Uh16bJf9mroa.jpg,0,1,0,
Les noces barbares,tt0093641,99.0,Drama,6.3,195.0,1980,0,0.84,1987-11-25,['réalisatrice'],"[""Ludovic est le fils de Nicole, une fille-mère qui a épousé Micho, un homme plus âgé qu'elle. Celui-ci a accepté d'adopter son fils. Ludo est le souffre-douleur de Tatave, premier fils de Micho et la cible privilégiée de son instituteur. La communication entre Ludo et sa mère est inexistante. Celle-ci le confie à une institution pour personnes retardées.""]",https://image.tmdb.org/t/p/w500/6kRtwkeZYGk0ygU67DbqEKyZcIK.jpg,0,1,0,
Nuit docile,tt0093657,90.0,Drama,6.7,24.0,1980,0,0.6,1987-11-25,"['male prostitution', 'thème gay']","[""Pendant toute une nuit un peintre erre dans Paris, de cabine téléphonique en cabine téléphonique. Il parle avec une femme de leur amour qui finit. Sa route croise celle d'un jeune prostitué.""]",https://image.tmdb.org/t/p/w500/geSiHJRcBSVDr40oK8Er40b0gWo.jpg,0,1,0,
Les oreilles entre les dents,tt0093680,95.0,"Comedy,Crime",6.3,82.0,1980,0,1.4,1987-07-08,[],"[""Un assassin signe ses crimes en coupant les oreilles de ses victimes qu'il place entre leurs dents. Afin de procéder à son arrestation, un expert en criminologie est désigné.""]",https://image.tmdb.org/t/p/w500/zwVGqC7JqbsST8SzkA93PGuSjbh.jpg,1,0,0,
La passion Béatrice,tt0093709,130.0,Drama,6.4,847.0,1980,0,3.704,1987-11-11,"['France', 'père', 'Moyen Âge (476-1453)', 'abuse']","['François est un homme de son époque, toujours absent, sans arrêt en guerre. Ces temps passés sur le pré à égorger, brûler, violer, ont réduit cet esprit en miettes. Fait prisonnier par les Anglais en 1346 à la bataille de Crécy et libéré après cinq années, il revient meurtri et désabusé. Dans un château rythmé par un ennui pesant, Béatrice attend avec impatience le retour de ce père qu’elle désire ardemment connaître, mais qui, pendant son absence, a pactisé par la violence avec le Diable.']",https://image.tmdb.org/t/p/w500/iAyfXq9Z9wdj8zv4DKV8eRIN3JZ.jpg,0,1,0,
I fotografia,tt0093733,102.0,Drama,7.5,617.0,1980,0,1.26,1986-01-01,"['amitié', 'politique', 'amour non partagé', 'photographie', 'persecution', 'correspondance']","[""En Grèce, sous la dictature des colonels, le jeune Ilyas, fourreur de son métier, ne trouve pas d'emploi à cause d'une filiation communiste. Il se réfugie en France où il est accueilli par un cousin quadragénaire, Gerassimos, établi comme fourreur à Paris. Ilyas détient un secret concernant son cousin : l'argent que ce dernier envoie régulièrement en Grèce via un intermédiaire à l'intention de ses parents est une escroquerie, car ceux-ci sont décédés depuis longtemps. En outre, l'hébergement et le travail procurés par son cousin ne lui suffisant pas, Ilyas use d'un stratagème pour obtenir toujours plus de confort : il lui fait croire que la jolie fille sur la photo qu'il cache dans son portefeuille est sa sœur alors que c'est une vedette de la chanson.""]",https://image.tmdb.org/t/p/w500/xrtI6LmUcOokhGTDIwN6fCuSbvj.jpg,0,1,0,
Les possédés,tt0093765,116.0,Drama,6.2,716.0,1980,0,3.713,1988-02-24,[],"['Russie, 1870. Un groupe de jeunes révolutionnaires anarchistes entreprend de renverser le régime tsariste par la violence. Leurs attaques créent un climat de psychose et de méfiance mutuelle au sein de la population, mais en réalité, tant les révolutionnaires que les répresseurs sont manipulés par un individu diabolique.']",https://image.tmdb.org/t/p/w500/1ar6wnSwqfM8Av13pmbW87hPVfB.jpg,0,1,0,
Si le soleil ne revenait pas,tt0093965,115.0,Drama,6.7,101.0,1980,0,0.806,1987-09-02,[],"[""Anzevui, vieillard prophète et sorcier, annonce à son petit village montagnard suisse que le soleil ne reviendra pas. La menace de mort qui plane sur la petite communauté va bouleverser le comportement de ses membres. Certains cèdent à la panique, d'autres font des réserves et les jeunes gens se moquent du vieillard. Seule, Isabelle va se dresser contre la fatalité.""]",https://image.tmdb.org/t/p/w500/tu3nV87NW3Kvw4Nbe6a8zb1xCsU.jpg,0,1,0,
Sous le soleil de Satan,tt0094011,98.0,"Drama,Fantasy",6.7,4046.0,1980,0,5.585,1987-05-14,"['suicide', 'adapté d’un roman ou d’un livre', 'surnaturel', 'prêtre', 'religion', 'doyen']","[""Le doyen Menou-Segrais, qui a pris sous sa houlette l'abbé Donissan, vicaire dans un petit village de l'Artois, dont il pressent la sainteté, se voit dans l'obligation de le réprimander. Mortifications et flagellations excessives n'y font rien : le jeune prêtre montre trop d'orgueil à se châtier et à gagner les faveurs de Dieu. Par un baiser du démon, l'abbé devient visionnaire et capable ainsi de déchiffrer les pensées des humains. Dans la paroisse de Donissan, Mouchette, une belle jeune femme qui a pour amant le marquis de Cadignan, envisage de tout quitter pour lui. Lorsqu'elle annonce au marquis qu'elle est enceinte, celui-ci esquive ses responsabilités…\r Palme d'Or à Cannes en 1987.""]",https://image.tmdb.org/t/p/w500/aKWzbDNbh5tEp53XXfiUAzohVck.jpg,0,1,0,
Sur,tt0094076,127.0,Drama,7.3,1154.0,1980,0,1.335,1988-03-05,"['prison', 'Buenos Aires, Argentine', 'dictature', 'Argentine']","['1983, fin de la dictature militaire en Argentine, un prisonnier politique, Floreal, est libéré une nuit d’été. Avant de rejoindre sa femme Rosi et leur fils, ils se sent pris d’un accès de nostalgie et se met à errer dans les rues de son quartier. Il retrouve des vieux amis et croit même revoir un disparu, El Negro. Les souvenir de ses luttes et de ses amours passées lui remontent à la mémoire. Il rumine aussi l’infidélité supposée de Rosi avec un français, Robert, qui était venu partager leurs combats politiques. Rosi de son côté n’en peut plus d’attendre le retour de son mari et part à sa recherche…']",https://image.tmdb.org/t/p/w500/tFG9hvzM6aKAZGGc6QBYu1se26D.jpg,0,1,0,
Tandem,tt0094105,86.0,"Comedy,Drama",7.0,1462.0,1980,0,5.909,1987-06-17,[],"[""Rien moins que 25 ans que Rivetot s'occupe de l'intendance, celle de Mortez, la star de «\xa0La Langue au chat\xa0», jeu radiophonique. Cela fait des années que Rivetot les conduit sur la route de ville en ville dans un éternel break Ford, des années qu'ils prennent une chambre à deux lits dans des hôtels miteux, des années que Rivetot porte les valises, installe les micros, les câbles, sélectionne les candidats, chauffe la foule. Et quand Rivetot apprend que «\xa0La Langue au chat\xa0» va être supprimée, il n'en dit mot à Mortez. Que faire\xa0?""]",https://image.tmdb.org/t/p/w500/iQSg0AnEY69sC0q5ATbkRZlikrz.jpg,1,1,0,https://www.youtube.com/watch?v=XEfOiDAbskg
Travelling avant,tt0094178,114.0,"Comedy,Drama",6.8,107.0,1980,0,0.632,1987-08-19,"['culture des fans', 'culture jeune', 'années 1940']","['Paris, octobre 1948. Nino, Gilles, Donald, Barbara et leurs amis sont une nouvelle race de spectateurs. Ils decouvrent le cinema comme art, ce sont des cinephiles. Ils vont tenter de realiser leur grand projet: fonder un cine-club. ""Mon film veut d\'abord etre un temoignage sur quelques jeunes gens qui n\'ont vecu que pour une passion : le cinema.""']",https://image.tmdb.org/t/p/w500/AtN8lKAGZ1s0Nmrb6vl6eckoRkw.jpg,1,1,0,
Une flamme dans mon coeur,tt0094218,106.0,Drama,6.3,300.0,1980,0,1.4,1987-06-03,[],"[""Les amours de Mercedes, la trentaine, comédienne de son métier. La fin d'un amour avec Johnny, maghrébin d'origine et personnage instable. Le début d'un autre amour avec Pierre, la quarantaine, journaliste méticuleux.""]",https://image.tmdb.org/t/p/w500/rdglid2QKFMPH2cXrXZbxVK1369.jpg,0,1,0,
La vallée fantôme,tt0094239,102.0,Drama,6.9,217.0,1980,0,0.854,1987-09-16,[],"[""Les angoisses existentielles de Paul, réalisateur qui n'arrive pas à écrire un scénario, sauvé par Jean, fringuant assistant issu d'une école de cinéma new-yorkaise. Quand Jean trouve Dara, la comédienne idéale, il se réfugie dans son village natal et décide à ne plus jamais remettre les pieds sur un plateau de cinéma.""]",https://image.tmdb.org/t/p/w500/x6zmf77mm2E0uDSIMO2OyWrZoH8.jpg,0,1,0,
L'été en pente douce,tt0094405,102.0,"Comedy,Drama",6.5,904.0,1980,0,2.633,1987-04-29,[],"[""Fane en a assez d'entendre tous les soirs son voisin du dessus tabasser sa compagne. Un soir, il monte et redescend avec Lilas qu'il se met à aimer. Fane apprend alors la mort de sa mère qui avait une petite maison coincée entre deux garages. Fane, Lilas et Mo, le frère de Fane amoindri par une opération au cerveau, vont s'installer dans la maison. Ils vont essayer d'y être heureux malgré un village hostile et un été trop chaud.""]",https://image.tmdb.org/t/p/w500/5E8BS1fzHh0kfQshWL8cMBDjP0U.jpg,1,1,0,
Les années sandwiches,tt0094662,100.0,Drama,6.7,99.0,1980,0,1.05,1988-04-13,[],"[""Paris 1947. Victor et Felix ont quinze ans. Victor arrive de la campagne ou il a été élève après l'arrestation de ses parents. Il rencontre Felix, jeune homme à l'aise, dans le métro, où il est perdu. Felix l'aide a retrouver l'immeuble où il a vécu mais il n'y retrouve personne. Il trouve un travail de commis chez Max, brocanteur de banlieue au grand coeur. Pour Victor et son copain Felix, c'est l'apprentissage de la vie dans l'époque plus que morose de l'après-guerre.""]",https://image.tmdb.org/t/p/w500/q3KJPY4tcWPLvzjJKUqs9HWNQTl.jpg,0,1,0,
La bande des quatre,tt0094709,160.0,"Drama,Mystery",6.8,1269.0,1980,0,0.86,1989-02-08,[],"[""Quatre amies, Anna, Joyce, Claude et Cécile, élèves au cours d'art dramatique de Constance Dumas, habitent dans un pavillon de Montfermeil. Cécile, qui semble vivre un grand amour, quitte ses amies et part chez son mystérieux amant. Lucia vient alors prendre sa place dans la maison. Un soir, Anna, agressée par des inconnus, est sauvée par un individu qui se présente sous le nom de Henri. Ce dernier, qui semble parfaitement connaître le chemin d'Anna, met en garde la jeune femme contre les fréquentations de Cécile. Puis le même homme, se faisant cette fois-ci appeler Thomas, rencontre Claude, la séduit et lui parle des trafics louches de l'ami de Cécile. Il s'avère très vite que cet homme est un policier à la poursuite d'Antoine Lucas, un truand qui n'est autre que l'amant de Cécile…""]",https://image.tmdb.org/t/p/w500/8RrVj6a8oi8F3uJvyJYpfPH56cJ.jpg,0,1,0,
Baptême,tt0094711,127.0,"Biography,Drama,Romance",6.8,114.0,1980,0,0.77,1989-08-23,[],"[""À Auchy‑les‑Mines, dans le nord de la France, en 1935. Aline, dont les parents tiennent un café-tabac, est fiancée au notaire du village. Son frère, André, fait les marchés avec Pierre, un ami. Aline et Pierre se rencontrent et s'aiment au premier regard. Pour épouser celui qu'elle aime, la jeune fille fait croire à ses parents qu'elle est enceinte de ses œuvres. Après un voyage de noces en Corse, Aline reprend le café de ses parents, à la place de sa mère, morte, et de son père, qui boit plus que de raison. Pierre s'essaie à différents métiers, avec autant d'enthousiasme que d'insuccès. Leur premier fils, Rémi, meurt dans un incendie à l'âge de trois ans. Plus tard, deux autres enfants naîtront, dont le dernier sera prénommé Rémi…""]",https://image.tmdb.org/t/p/w500/a7n0rN1prqREr7IwIYnLSb7LO4v.jpg,0,1,0,
Baxter,tt0094713,82.0,"Drama,Horror",6.7,3033.0,1980,0,4.76,1989-01-18,"['bébé', 'adapté d’un roman ou d’un livre', 'grossesse', 'chien', 'animaux', 'conscience', 'agressif']","['Baxter est un splendide bull-terrier blanc. Ce chien a la particularité de penser et, à travers ses trois maîtres, il va se faire une opinion de la race humaine. Compagnon d’une vieille dame seule, il s’ennuie et la tue. Adopté par un jeune couple, il est délaissé à la naissance de leur bébé. Enfin, recueilli par le jeune Charles, il découvrira en lui un maître violent et morbide…']",https://image.tmdb.org/t/p/w500/byaaW28n6LG8WORCUStTdF3nn8S.jpg,0,1,0,https://www.youtube.com/watch?v=LLI3kIXhWKw
Camille Claudel,tt0094828,175.0,"Biography,Drama,History",7.3,7854.0,1980,0,8.11,1988-12-07,"['France', 'biographie', 'biais', 'sculpteur', 'Auguste Rodin', 'Camille Claudel']","[""Camille Claudel voue ses jours et ses nuits à sa passion, la sculpture. Soutenue par son père et son frère Paul, elle rêve d'entrer dans l'atelier du grand maître Auguste Rodin. Après lui avoir démontré son talent et sa détermination à travailler avec lui, Rodin l'engage comme apprentie avec son amie Jessie. Camille tombe rapidement éperdument amoureuse du maître. Elle devient son égérie et ravive son imagination quelque peu éteinte. Très vite, elle travaille de plus en plus pour Rodin...""]",https://image.tmdb.org/t/p/w500/zkPEFYyOmyf7KEHm9IZ0Gt5Emkb.jpg,0,1,0,https://www.youtube.com/watch?v=AJLyExkjD1s
Chocolat,tt0094868,105.0,Drama,7.3,4975.0,1980,0,4.705,1988-05-18,"['Afrique', 'sexual tension', 'colonialisme', 'semi-autobiographique', 'réalisatrice', 'Cameroun', 'années 1950']","[""Le Cameroun peu de temps avant l'indépendance, une petite subdivision de l’Administration Française, sorte de chef-lieu de province, loin de tout, coupée des vraies routes, le courrier deux fois par mois. C'est là que vivent l’administrateur Marc Dalens, sa femme Aimée, leur fille France. Les blancs seuls dans la promiscuité des boys. Marc, le plus souvent absent, en tournée d'inspection sur son domaine mène une vie qui semble conforme à ses rêves. Aimée joue son rôle dans la maison comme pour tromper son attente…""]",https://image.tmdb.org/t/p/w500/ueQP1HpAUY1P4qtgV9XEelEBNfg.jpg,0,1,0,
Cinq jours en juin,tt0094881,108.0,"Comedy,Drama",6.1,115.0,1980,0,0.62,1989-03-01,[],"[""Michel, un jeune musicien, vient de passer son concours au conservatoire de Paris. Ce matin du 6 Juin 1944, les alliés débarquent en Normandie. Michel et sa mère doivent rejoindre St-Lo où se trouve leur famille. A Paris, ils apprennent que les communications avec la côte sont coupées. Ils rencontrent Yvette qui va les aider à s'y rendre.""]",https://image.tmdb.org/t/p/w500/5aw2WkBVTyX5mjkpXgvGaH5Aukm.jpg,1,1,0,
De bruit et de fureur,tt0094959,95.0,Drama,7.2,1267.0,1980,0,5.617,1988-06-01,"['anarchiste', 'teenage prostitute', 'professeur', 'banlieue parisienne']","[""Bruno, 14 ans, a un très grand retard scolaire et se retrouve dans une classe avec des camarades qui ont les mêmes problèmes. Là, il rencontre la terreur du CES, Jean-Roger, qui le met en contact avec les membres pervers et violents de la bande de Mina. Après une brouille avec Jean-Roger, Bruno est pris en charge par la jeune professeur qui donne des leçons particulières le soir. Grâce à elle, il s'ouvre au monde et à la poésie et surtout il se prend d'affection pour elle.""]",https://image.tmdb.org/t/p/w500/yBBVn3wUuGkPB3ViBOs9ipjfbNf.jpg,0,1,0,
Once More,tt0095097,82.0,Drama,7.0,228.0,1980,0,2.37,1988-05-27,[],"[""Louis est marié à Sybèle et ils ont une fille. Brusquement, il quitte tout, épouse et emploi confortable. Il découvre alors son attirance pour les hommes grâce à Yvan, un personnage fascinant, puis rencontre Frantz, un homosexuel dont il s'éprend. Mais Frantz, séducteur impénitent, ne tarde pas à le quitter. Louis tente alors de se suicider. Yvan lui sauve la vie. Dès lors, Louis assume tant bien que mal sa nouvelle condition d'homosexuel. Un jour pourtant, il apprend qu'il a le sida...""]",https://image.tmdb.org/t/p/w500/hZ4mIgWJIYsO50ZBnA0hqJalYzP.jpg,0,1,0,
Frantic,tt0095174,120.0,"Crime,Drama,Mystery",6.8,60769.0,1980,20000000,12.716,1988-02-16,"['chambre d’hôtel', 'relation mari-femme', 'Paris, France', 'épouse', 'espionnage', 'couple marié', 'relation homme-femme', 'man looking for wife', 'médecin', 'intrigue', 'néo-noir', 'missing wife']","['Richard Walker, cardiologue américain, arrive à Paris en compagnie de sa femme Sondra pour assister à un congrès médical. Quelques heures après leur arrivée Sondra disparaît mystérieusement. Richard part à sa recherche dans un Paris qu’il ne connaît pas.']",https://image.tmdb.org/t/p/w500/nafabGpqUNeNYEHfqF2RQspngKb.jpg,0,1,0,
Le grand bleu,tt0095250,168.0,"Adventure,Drama,Sport",7.5,57905.0,1980,14390509,16.11,1988-05-10,"['mort et agonisant', 'amitié', 'suicide', 'plongée', 'sports', 'relation parent-enfant', 'océan', 'Italie', 'compétition', 'oxygène', 'Sicile, Italie', 'dauphin', 'apnée']","[""C'est l'histoire de deux apnéistes, Jacques Mayol et Enzo Molinari. Leur aventure commence dans les îles grecques dès les années 50. Gamins, les deux plongeurs se disputent déjà tous les records des profondeurs. Vingt ans plus tard, ils se retrouvent concurrents au même championnat. «Le grand bleu», c'est l'amitié de ces deux hommes, liés définitivement à la mer.""]",https://image.tmdb.org/t/p/w500/ygW372Mmyc0joxKok80RPyhvkzr.jpg,0,1,0,https://www.youtube.com/watch?v=xGmVAPwWwSM
"Histoires d'Amérique: Food, Family and Philosophy",tt0095310,92.0,Drama,6.7,207.0,1980,0,1.4,1989-10-04,['réalisatrice'],"[""Des immigrés juifs russes et polonais racontent leurs souvenirs de l'arrivée à New York, parlent de l'intégration, de l'héritage de leur culture, de l'avenir de leurs enfants.""]",https://image.tmdb.org/t/p/w500/abJvEY47mjEiWU3ze1qUkrF7gyM.jpg,0,1,0,
Hôtel Terminus,tt0095341,267.0,"Biography,Documentary,History",7.6,1746.0,1980,0,2.525,1988-11-01,"['nazi', 'holocaust (shoah)']","[""Ce documentaire trace le portrait complexe et détaillé d'un des plus grands criminels de guerre : Klaus Barbie, connu pour être le boucher de Lyon. Officier de la Gestapo ayant torturé à mort Jean Moulin et mené à la déportation de centaines de juifs de France, notamment les enfants d'Izieu, découvrez également sa double vie d'agent des services secrets américains puis d'homme d'affaires en Bolivie. Résultant d'une enquête de deux ans auprès de quatre-vingt personnes interviewées dans le monde entier, ce film révèle un éclairage important sur la responsabilité de chaque partie concernant les crimes et la traque de Klaus Barbie.""]",https://image.tmdb.org/t/p/w500/gyU6I5h7K4M59QxFLCPJTMSzkDC.jpg,0,0,1,
Itinéraire d'un enfant gâté,tt0095386,125.0,"Adventure,Comedy,Drama",6.9,3021.0,1980,0,7.239,1988-11-30,"['cirque', 'Afrique', 'lion']","[""Sam Lion a été élevé dans le milieu du cirque puis a du faire une reconversion forcée comme chef d'entreprise. Mais la cinquantaine passée, il se lasse de ses responsabilités et de son fils, Jean-Philippe, dont la collaboration ne lui est pas d'un grand secours. Il décide d'employer les grands moyens et de disparaître en Afrique. Mais son passé va l'y rattraper en la personne d'Albert Duvivier, un de ses anciens employés…""]",https://image.tmdb.org/t/p/w500/9yZaH3bmvrN5EQktVZouaRTGKgQ.jpg,1,1,0,https://www.youtube.com/watch?v=dlGoV4c2T-4
Johanna D'Arc of Mongolia,tt0095406,165.0,"Comedy,Drama",6.7,300.0,1980,0,0.836,1989-02-01,['réalisatrice'],[],https://image.tmdb.org/t/p/w500/l0X5dXJTr8qNYsyzYOm9gL2MUBp.jpg,1,1,0,
La lectrice,tt0095511,98.0,"Comedy,Drama",7.0,1896.0,1980,0,3.47,1988-08-17,"['littérature', 'amant', 'lecteur']","[""Fascinée par Marie, l'héroïne du roman 'La lectrice', Constance décide à son tour de faire de la lecture à domicile à des gens esseulés. Après avoir passé une petite annonce, elle fait la connaissance d'Eric, un adolescent handicapé, et de ses autres 'clients' : une fillette espiègle, une veuve de général marxiste dans l'âme, un P-DG névrosé qui se fait lire 'L'amant' de Marguerite Duras, ou encore un magistrat à la retraite, grand admirateur des sulfureux écrits du Marquis de Sade.""]",https://image.tmdb.org/t/p/w500/oElAqwPGT0FQVoZ6UZyoyL5BYcW.jpg,1,1,0,
